"Gender" "Length" "Diameter" "Height" "Weight" "Shucked" "Viscera" "Shell"
"3334" "M" 0.45 0.36 0.125 0.45 0.191 0.0865 0.145
"1875" "M" 0.535 0.455 0.14 1.0015 0.53 0.1765 0.244
"2884" "M" 0.5 0.37 0.12 0.5445 0.249 0.1065 0.152
"2023" "F" 0.53 0.43 0.15 0.741 0.325 0.1855 0.196
"25" "F" 0.615 0.48 0.165 1.1615 0.513 0.301 0.305
"3538" "M" 0.43 0.325 0.105 0.309 0.119 0.08 0.098
"4001" "M" 0.455 0.35 0.135 0.5365 0.2855 0.0855 0.1325
"1373" "F" 0.615 0.475 0.165 1.023 0.4905 0.1955 0.3035
"2636" "M" 0.43 0.32 0.1 0.3465 0.1635 0.08 0.09
"3432" "M" 0.35 0.265 0.095 0.199 0.073 0.049 0.06
"3765" "M" 0.535 0.4 0.145 0.705 0.3065 0.1365 0.22
"3488" "M" 0.51 0.405 0.13 0.599 0.3065 0.1155 0.1485
"983" "F" 0.56 0.455 0.16 0.967 0.4525 0.207 0.274
"2946" "F" 0.635 0.485 0.19 1.3765 0.634 0.2885 0.406
"3227" "F" 0.42 0.32 0.13 0.4135 0.1645 0.106 0.119
"2723" "M" 0.375 0.275 0.095 0.2295 0.095 0.0545 0.066
"3950" "F" 0.525 0.415 0.15 0.7155 0.2355 0.171 0.27
"4159" "M" 0.48 0.355 0.11 0.4495 0.201 0.089 0.14
"3573" "F" 0.585 0.46 0.165 1.058 0.486 0.25 0.294
"1241" "M" 0.38 0.275 0.11 0.256 0.11 0.0535 0.0755
"3513" "F" 0.655 0.54 0.175 1.5585 0.7285 0.402 0.385
"3568" "M" 0.58 0.46 0.14 0.9265 0.4135 0.1845 0.27
"1551" "M" 0.385 0.3 0.09 0.308 0.1525 0.056 0.0835
"4137" "F" 0.615 0.495 0.155 1.0805 0.52 0.19 0.32
"2830" "M" 0.52 0.395 0.145 0.77 0.424 0.142 0.1895
"2910" "F" 0.58 0.45 0.15 0.92 0.393 0.212 0.2895
"1362" "F" 0.605 0.475 0.175 1.076 0.463 0.2195 0.335
"1219" "M" 0.315 0.23 0.07 0.1145 0.046 0.0235 0.0385
"879" "F" 0.635 0.485 0.165 1.2945 0.668 0.2605 0.2715
"4081" "M" 0.555 0.43 0.125 0.7005 0.3395 0.1355 0.2095
"1850" "M" 0.485 0.385 0.13 0.568 0.2505 0.178 0.154
"1616" "M" 0.55 0.425 0.15 0.7665 0.339 0.176 0.21
"3014" "M" 0.39 0.28 0.09 0.215 0.0845 0.034 0.079
"3641" "M" 0.445 0.345 0.12 0.4035 0.169 0.0825 0.13
"1929" "F" 0.615 0.495 0.16 1.255 0.5815 0.3195 0.3225
"1916" "F" 0.6 0.47 0.135 0.97 0.4655 0.1955 0.264
"2531" "F" 0.6 0.485 0.165 1.1405 0.587 0.2175 0.288
"1119" "M" 0.535 0.39 0.125 0.599 0.2595 0.149 0.169
"1556" "M" 0.41 0.3 0.09 0.28 0.141 0.0575 0.075
"1873" "M" 0.53 0.395 0.13 0.575 0.247 0.115 0.183
"718" "M" 0.25 0.19 0.06 0.0765 0.036 0.0115 0.0245
"319" "F" 0.58 0.455 0.155 0.8365 0.315 0.1385 0.32
"3448" "F" 0.505 0.39 0.12 0.5725 0.2555 0.1325 0.146
"3824" "F" 0.615 0.455 0.135 1.059 0.4735 0.263 0.274
"251" "M" 0.33 0.25 0.105 0.1715 0.0655 0.035 0.06
"2066" "F" 0.535 0.42 0.13 0.699 0.3125 0.1565 0.2035
"1830" "M" 0.365 0.27 0.085 0.197 0.0815 0.0325 0.065
"1631" "M" 0.57 0.445 0.155 0.867 0.3705 0.1705 0.28
"2819" "M" 0.36 0.27 0.09 0.232 0.12 0.0435 0.056
"1650" "M" 0.59 0.45 0.145 1.022 0.428 0.268 0.265
"834" "M" 0.445 0.335 0.1 0.4895 0.2745 0.086 0.1105
"2788" "F" 0.61 0.45 0.13 0.8725 0.389 0.1715 0.272
"3476" "M" 0.4 0.315 0.085 0.2675 0.116 0.0585 0.0765
"1233" "M" 0.37 0.29 0.09 0.2445 0.089 0.0655 0.075
"3085" "M" 0.23 0.17 0.05 0.057 0.026 0.013 0.016
"2229" "F" 0.505 0.39 0.175 0.692 0.267 0.15 0.215
"2556" "M" 0.37 0.29 0.08 0.2545 0.108 0.0565 0.07
"660" "F" 0.585 0.475 0.185 0.9585 0.4145 0.1615 0.33
"2420" "F" 0.465 0.36 0.12 0.4765 0.192 0.1125 0.16
"49" "M" 0.325 0.245 0.07 0.161 0.0755 0.0255 0.045
"3943" "F" 0.525 0.4 0.115 0.6295 0.2555 0.144 0.18
"962" "F" 0.505 0.39 0.13 0.674 0.3165 0.141 0.1785
"1795" "M" 0.575 0.45 0.13 0.8145 0.403 0.1715 0.213
"2080" "F" 0.62 0.49 0.16 1.056 0.493 0.244 0.2725
"3229" "M" 0.42 0.325 0.125 0.3915 0.1575 0.1025 0.115
"1919" "F" 0.6 0.465 0.16 1.133 0.466 0.2885 0.298
"4132" "M" 0.58 0.425 0.145 0.83 0.379 0.1605 0.2575
"1319" "M" 0.555 0.43 0.14 0.7665 0.341 0.165 0.23
"1602" "M" 0.54 0.43 0.17 0.836 0.3725 0.1815 0.24
"938" "M" 0.455 0.355 0.125 0.5325 0.225 0.126 0.1465
"1264" "F" 0.455 0.365 0.115 0.4305 0.184 0.108 0.1245
"3839" "M" 0.335 0.25 0.095 0.185 0.0795 0.0495 0.055
"1899" "F" 0.57 0.44 0.12 0.803 0.382 0.1525 0.234
"4153" "M" 0.37 0.28 0.09 0.218 0.0995 0.0545 0.0615
"3913" "M" 0.52 0.405 0.14 0.6765 0.2865 0.146 0.205
"2824" "M" 0.455 0.35 0.105 0.4445 0.213 0.107 0.1115
"317" "F" 0.635 0.535 0.19 1.242 0.576 0.2475 0.39
"2959" "F" 0.655 0.515 0.2 1.494 0.7255 0.309 0.405
"3350" "M" 0.47 0.375 0.105 0.468 0.1665 0.108 0.17
"1070" "M" 0.375 0.28 0.08 0.2345 0.1125 0.0455 0.067
"3537" "M" 0.425 0.325 0.11 0.405 0.1695 0.092 0.1065
"1089" "M" 0.45 0.34 0.12 0.4925 0.241 0.1075 0.12
"2895" "M" 0.54 0.425 0.13 0.8155 0.3675 0.1365 0.246
"3540" "M" 0.435 0.34 0.12 0.396 0.1775 0.081 0.125
"2549" "M" 0.275 0.195 0.07 0.0875 0.0345 0.022 0.0255
"2315" "F" 0.58 0.475 0.135 0.925 0.391 0.165 0.275
"2663" "F" 0.57 0.45 0.18 0.908 0.4015 0.217 0.255
"1230" "M" 0.365 0.27 0.085 0.1875 0.081 0.042 0.058
"2077" "F" 0.6 0.47 0.19 1.1345 0.492 0.2595 0.3375
"1336" "F" 0.575 0.48 0.165 1.078 0.511 0.2095 0.306
"3469" "F" 0.665 0.52 0.165 1.6885 0.7295 0.407 0.4265
"1076" "M" 0.41 0.325 0.1 0.3245 0.132 0.072 0.106
"2550" "M" 0.28 0.21 0.055 0.106 0.0415 0.0265 0.031
"3552" "M" 0.515 0.4 0.135 0.636 0.3055 0.1215 0.1855
"3441" "M" 0.465 0.37 0.1 0.5055 0.234 0.11 0.14
"4068" "M" 0.4 0.3 0.115 0.318 0.1335 0.0725 0.0935
"290" "F" 0.535 0.435 0.16 0.8105 0.3155 0.1795 0.24
"728" "F" 0.48 0.375 0.105 0.525 0.2185 0.1195 0.155
"3583" "F" 0.625 0.475 0.16 1.3335 0.605 0.2875 0.319
"1559" "M" 0.425 0.315 0.08 0.303 0.131 0.0585 0.095
"2733" "M" 0.41 0.325 0.11 0.326 0.1325 0.075 0.101
"847" "F" 0.54 0.42 0.14 0.805 0.369 0.1725 0.21
"2633" "M" 0.415 0.315 0.1 0.3645 0.1765 0.0795 0.095
"537" "M" 0.52 0.405 0.14 0.5775 0.2 0.145 0.179
"2866" "M" 0.315 0.235 0.075 0.1285 0.051 0.028 0.0405
"3909" "M" 0.455 0.365 0.135 0.441 0.1515 0.1165 0.145
"1473" "F" 0.545 0.41 0.14 0.7405 0.3565 0.1775 0.203
"3799" "F" 0.695 0.535 0.175 1.361 0.5465 0.2815 0.465
"987" "F" 0.57 0.455 0.15 1.107 0.54 0.255 0.27
"3411" "M" 0.415 0.31 0.105 0.3595 0.167 0.083 0.0915
"134" "M" 0.35 0.26 0.095 0.211 0.086 0.056 0.068
"1356" "F" 0.6 0.465 0.155 1.04 0.4755 0.25 0.28
"878" "F" 0.635 0.5 0.15 1.376 0.6495 0.361 0.31
"2902" "M" 0.56 0.43 0.13 0.728 0.3355 0.1435 0.2175
"2801" "F" 0.64 0.495 0.17 1.2265 0.49 0.377 0.2875
"490" "F" 0.57 0.455 0.165 1.0595 0.44 0.2195 0.285
"3033" "M" 0.535 0.42 0.145 0.6885 0.273 0.1515 0.237
"454" "F" 0.565 0.49 0.155 0.9245 0.405 0.2195 0.255
"3960" "F" 0.68 0.55 0.19 1.807 0.8225 0.3655 0.515
"1316" "M" 0.55 0.425 0.135 0.7305 0.3325 0.1545 0.215
"224" "F" 0.445 0.355 0.15 0.485 0.181 0.125 0.155
"427" "F" 0.61 0.485 0.165 1.0915 0.3935 0.2435 0.33
"2424" "F" 0.41 0.315 0.11 0.321 0.1255 0.0655 0.095
"3486" "M" 0.485 0.37 0.115 0.637 0.38 0.1335 0.128
"2215" "F" 0.43 0.325 0.12 0.445 0.165 0.0995 0.155
"127" "M" 0.375 0.275 0.09 0.238 0.1075 0.0545 0.07
"2069" "F" 0.545 0.43 0.16 0.844 0.3945 0.1855 0.231
"3650" "M" 0.515 0.405 0.13 0.573 0.213 0.134 0.195
"1533" "M" 0.285 0.21 0.055 0.101 0.0415 0.017 0.0335
"2651" "M" 0.51 0.395 0.155 0.5395 0.2465 0.1085 0.167
"2533" "F" 0.625 0.49 0.155 1.33 0.6675 0.259 0.33
"2398" "M" 0.635 0.505 0.19 1.3315 0.5805 0.252 0.435
"3637" "M" 0.39 0.29 0.09 0.2745 0.135 0.0455 0.078
"72" "F" 0.4 0.32 0.11 0.353 0.1405 0.0985 0.1
"3355" "F" 0.455 0.36 0.11 0.4385 0.206 0.098 0.125
"2278" "F" 0.6 0.475 0.18 1.1805 0.4345 0.2475 0.425
"349" "M" 0.375 0.305 0.115 0.2715 0.092 0.074 0.09
"1101" "M" 0.5 0.375 0.12 0.542 0.215 0.116 0.17
"2865" "M" 0.31 0.23 0.07 0.1245 0.0505 0.0265 0.038
"1852" "M" 0.485 0.37 0.115 0.457 0.1885 0.0965 0.15
"2554" "M" 0.315 0.235 0.07 0.149 0.058 0.0325 0.047
"3265" "F" 0.655 0.5 0.14 1.1705 0.5405 0.3175 0.285
"416" "F" 0.62 0.47 0.14 1.0325 0.3605 0.224 0.36
"3533" "M" 0.38 0.285 0.09 0.2305 0.1005 0.039 0.0775
"2536" "F" 0.64 0.5 0.18 1.4995 0.593 0.314 0.431
"2685" "F" 0.625 0.49 0.155 1.115 0.484 0.277 0.3095
"1555" "M" 0.41 0.3 0.09 0.304 0.129 0.071 0.0955
"2193" "F" 0.575 0.485 0.165 1.0405 0.419 0.264 0.3
"288" "F" 0.495 0.4 0.155 0.6445 0.242 0.1325 0.205
"3542" "M" 0.45 0.35 0.11 0.514 0.253 0.1045 0.14
"3923" "M" 0.525 0.4 0.14 0.6955 0.2405 0.16 0.253
"605" "M" 0.515 0.39 0.14 0.5555 0.2 0.1135 0.2235
"2654" "M" 0.52 0.395 0.135 0.633 0.2985 0.1295 0.175
"496" "F" 0.625 0.5 0.15 0.953 0.3445 0.2235 0.305
"2749" "M" 0.505 0.385 0.125 0.596 0.245 0.097 0.21
"1607" "M" 0.54 0.425 0.13 0.7205 0.2955 0.169 0.225
"2764" "M" 0.55 0.425 0.135 0.656 0.257 0.17 0.203
"1107" "M" 0.51 0.4 0.125 0.5575 0.2615 0.1195 0.1525
"2969" "F" 0.68 0.505 0.17 1.3435 0.657 0.297 0.355
"1715" "F" 0.645 0.51 0.19 1.363 0.573 0.362 0.36
"3529" "M" 0.35 0.265 0.085 0.1735 0.0775 0.034 0.056
"4083" "M" 0.565 0.465 0.15 1.1815 0.581 0.2215 0.3095
"2881" "M" 0.475 0.375 0.11 0.494 0.211 0.109 0.1545
"3673" "F" 0.595 0.44 0.135 0.964 0.5005 0.1715 0.2575
"1994" "M" 0.29 0.21 0.06 0.1195 0.056 0.0235 0.03
"1567" "M" 0.465 0.37 0.12 0.4365 0.188 0.0815 0.147
"1232" "M" 0.365 0.265 0.085 0.213 0.0945 0.049 0.06
"1436" "M" 0.385 0.3 0.09 0.247 0.1225 0.044 0.0675
"63" "F" 0.53 0.41 0.13 0.6965 0.302 0.1935 0.2
"2474" "F" 0.615 0.47 0.175 1.2985 0.5135 0.343 0.32
"1562" "M" 0.45 0.34 0.095 0.3245 0.1385 0.064 0.105
"2710" "F" 0.74 0.575 0.22 2.012 0.8915 0.5265 0.471
"1952" "F" 0.64 0.515 0.165 1.3115 0.4945 0.2555 0.41
"910" "M" 0.335 0.25 0.075 0.186 0.0945 0.038 0.0445
"693" "F" 0.43 0.325 0.115 0.3865 0.1475 0.1065 0.11
"1452" "M" 0.46 0.355 0.11 0.436 0.1975 0.096 0.125
"1513" "F" 0.65 0.5 0.16 1.3825 0.702 0.304 0.3195
"1388" "M" 0.63 0.475 0.145 1.0605 0.5165 0.2195 0.28
"2228" "M" 0.275 0.2 0.075 0.086 0.0305 0.019 0.03
"3116" "M" 0.44 0.34 0.12 0.4995 0.2965 0.0945 0.1185
"1550" "M" 0.385 0.28 0.095 0.257 0.119 0.059 0.07
"1589" "M" 0.515 0.39 0.125 0.5705 0.238 0.1265 0.185
"4162" "F" 0.585 0.455 0.17 0.9945 0.4255 0.263 0.2845
"2730" "M" 0.405 0.305 0.1 0.268 0.1145 0.053 0.085
"3299" "F" 0.62 0.5 0.175 1.146 0.477 0.23 0.39
"2254" "F" 0.645 0.5 0.2 1.4285 0.639 0.305 0.36
"2963" "M" 0.67 0.485 0.175 1.2565 0.5355 0.322 0.386
"4161" "F" 0.585 0.475 0.165 1.053 0.458 0.217 0.3
"1636" "M" 0.575 0.45 0.125 0.78 0.3275 0.188 0.235
"1476" "F" 0.56 0.43 0.15 0.8745 0.453 0.161 0.22
"3603" "M" 0.395 0.3 0.09 0.2855 0.1385 0.0625 0.077
"4136" "F" 0.6 0.5 0.17 1.13 0.4405 0.267 0.335
"421" "F" 0.67 0.54 0.165 1.5015 0.518 0.358 0.505
"3329" "M" 0.575 0.475 0.17 0.967 0.3775 0.284 0.275
"959" "M" 0.5 0.385 0.12 0.56 0.2835 0.103 0.135
"1086" "M" 0.445 0.34 0.145 0.434 0.1945 0.0905 0.13
"1216" "M" 0.305 0.215 0.065 0.1075 0.044 0.0205 0.038
"541" "F" 0.5 0.375 0.14 0.604 0.242 0.1415 0.179
"2806" "F" 0.66 0.525 0.2 1.463 0.6525 0.2995 0.422
"1863" "M" 0.52 0.41 0.11 0.5185 0.2165 0.0915 0.184
"2011" "M" 0.435 0.325 0.12 0.346 0.159 0.084 0.095
"1821" "F" 0.705 0.545 0.18 1.5395 0.6075 0.3675 0.4645
"497" "F" 0.64 0.52 0.175 1.248 0.4245 0.2595 0.48
"2370" "M" 0.56 0.44 0.17 0.9445 0.3545 0.2175 0.3
"1540" "M" 0.355 0.26 0.09 0.1985 0.0715 0.0495 0.058
"1294" "M" 0.52 0.4 0.13 0.5825 0.233 0.1365 0.18
"1613" "M" 0.55 0.425 0.15 0.639 0.269 0.1345 0.217
"3674" "F" 0.595 0.46 0.155 1.0455 0.4565 0.24 0.3085
"2770" "M" 0.565 0.43 0.15 0.8215 0.332 0.1685 0.29
"2661" "M" 0.555 0.425 0.13 0.648 0.2835 0.133 0.2105
"3209" "M" 0.32 0.25 0.08 0.1565 0.057 0.034 0.06
"1471" "M" 0.53 0.43 0.13 0.7045 0.346 0.1415 0.189
"1570" "M" 0.475 0.36 0.145 0.6325 0.2825 0.137 0.19
"3409" "M" 0.39 0.315 0.09 0.3095 0.147 0.05 0.09
"3125" "F" 0.575 0.45 0.135 0.8285 0.362 0.1655 0.236
"2660" "F" 0.55 0.44 0.135 0.8435 0.434 0.1995 0.185
"2562" "M" 0.44 0.345 0.115 0.545 0.269 0.111 0.1305
"3027" "M" 0.495 0.375 0.115 0.507 0.241 0.103 0.15
"1384" "F" 0.625 0.48 0.155 1.2035 0.5865 0.239 0.3185
"452" "F" 0.675 0.535 0.16 1.41 0.592 0.3175 0.42
"2610" "F" 0.63 0.495 0.2 1.4255 0.659 0.336 0.38
"3352" "F" 0.51 0.38 0.13 0.584 0.224 0.1355 0.185
"529" "F" 0.57 0.45 0.16 0.9715 0.3965 0.255 0.26
"2702" "F" 0.675 0.55 0.19 1.551 0.7105 0.3685 0.412
"413" "F" 0.58 0.46 0.12 0.9935 0.4625 0.2385 0.28
"672" "F" 0.5 0.38 0.155 0.655 0.2405 0.143 0.205
"3896" "F" 0.595 0.5 0.18 1.053 0.4405 0.192 0.39
"1031" "F" 0.645 0.515 0.15 1.212 0.515 0.2055 0.385
"4032" "M" 0.44 0.325 0.11 0.4965 0.258 0.1195 0.1075
"2302" "F" 0.52 0.425 0.15 0.813 0.385 0.2015 0.23
"2563" "M" 0.44 0.325 0.1 0.4165 0.185 0.0865 0.11
"920" "M" 0.41 0.31 0.09 0.3335 0.1635 0.061 0.091
"1252" "M" 0.405 0.285 0.09 0.2645 0.1265 0.0505 0.075
"2426" "M" 0.575 0.45 0.17 0.9315 0.358 0.2145 0.26
"1878" "M" 0.54 0.39 0.125 0.6255 0.2525 0.158 0.19
"453" "F" 0.665 0.555 0.195 1.4385 0.581 0.354 0.36
"703" "F" 0.445 0.33 0.105 0.4525 0.18 0.103 0.123
"1510" "F" 0.645 0.505 0.165 1.318 0.55 0.3015 0.335
"3478" "M" 0.4 0.3 0.11 0.2985 0.1375 0.071 0.075
"2024" "F" 0.53 0.405 0.13 0.6355 0.2635 0.1565 0.185
"3983" "M" 0.58 0.435 0.15 0.8915 0.363 0.1925 0.2515
"717" "M" 0.29 0.205 0.07 0.0975 0.036 0.019 0.035
"2680" "F" 0.615 0.47 0.155 1.084 0.5885 0.209 0.246
"2774" "F" 0.58 0.465 0.145 0.9865 0.47 0.2155 0.25
"2396" "M" 0.61 0.475 0.17 1.0385 0.4435 0.241 0.32
"3110" "M" 0.38 0.29 0.085 0.2285 0.088 0.0465 0.075
"3256" "M" 0.3 0.23 0.075 0.15 0.0605 0.042 0.045
"2905" "M" 0.575 0.455 0.16 0.9895 0.495 0.195 0.246
"3202" "F" 0.385 0.3 0.1 0.2725 0.1115 0.057 0.08
"2606" "F" 0.62 0.475 0.16 1.3245 0.6865 0.233 0.3275
"3665" "M" 0.555 0.43 0.15 0.783 0.345 0.1755 0.247
"570" "F" 0.41 0.32 0.115 0.387 0.165 0.1005 0.0985
"3021" "M" 0.45 0.34 0.125 0.4045 0.171 0.07 0.1345
"1024" "F" 0.64 0.5 0.175 1.394 0.4935 0.291 0.4
"3546" "M" 0.475 0.36 0.135 0.4355 0.196 0.0925 0.125
"2813" "M" 0.24 0.17 0.05 0.0545 0.0205 0.016 0.0155
"1561" "M" 0.435 0.325 0.11 0.367 0.1595 0.08 0.105
"2039" "M" 0.28 0.215 0.08 0.132 0.072 0.022 0.033
"2354" "F" 0.72 0.56 0.175 1.7265 0.637 0.3415 0.525
"3195" "F" 0.61 0.47 0.16 1.017 0.426 0.2255 0.32
"2433" "F" 0.61 0.485 0.165 1.087 0.4255 0.232 0.38
"3758" "M" 0.52 0.41 0.14 0.699 0.3395 0.129 0.1945
"141" "F" 0.565 0.445 0.155 0.826 0.341 0.2055 0.2475
"1185" "M" 0.665 0.5 0.17 1.2975 0.6035 0.291 0.3595
"2487" "F" 0.49 0.4 0.145 0.6635 0.21 0.1295 0.2515
"1732" "F" 0.665 0.505 0.16 1.2915 0.631 0.2925 0.32
"807" "M" 0.28 0.205 0.07 0.1015 0.041 0.03 0.03
"1600" "M" 0.53 0.42 0.13 0.8365 0.3745 0.167 0.249
"1383" "F" 0.625 0.515 0.16 1.264 0.5715 0.326 0.321
"3984" "F" 0.585 0.45 0.125 0.874 0.3545 0.2075 0.225
"3925" "F" 0.5 0.4 0.165 0.7105 0.27 0.1455 0.225
"1234" "M" 0.37 0.28 0.085 0.217 0.1095 0.035 0.062
"945" "F" 0.465 0.35 0.125 0.482 0.23 0.106 0.1095
"632" "F" 0.43 0.34 0.12 0.391 0.1555 0.095 0.1405
"2677" "F" 0.605 0.48 0.15 1.079 0.4505 0.2835 0.293
"2458" "M" 0.25 0.185 0.065 0.071 0.027 0.0185 0.0225
"744" "F" 0.52 0.405 0.14 0.8175 0.2795 0.183 0.26
"4049" "F" 0.625 0.495 0.16 1.234 0.6335 0.192 0.35
"1963" "F" 0.655 0.525 0.175 1.348 0.5855 0.2605 0.394
"1568" "M" 0.465 0.345 0.11 0.393 0.1825 0.0735 0.12
"1457" "M" 0.475 0.365 0.115 0.459 0.2175 0.093 0.1165
"3049" "M" 0.59 0.47 0.145 0.974 0.453 0.236 0.289
"1058" "M" 0.225 0.165 0.055 0.059 0.027 0.0125 0.015
"2775" "F" 0.58 0.425 0.15 0.844 0.3645 0.185 0.2705
"817" "M" 0.335 0.25 0.08 0.183 0.0735 0.04 0.0575
"1515" "F" 0.655 0.54 0.215 1.5555 0.695 0.296 0.444
"792" "F" 0.485 0.375 0.135 0.556 0.1925 0.1315 0.1685
"3015" "M" 0.395 0.3 0.09 0.253 0.1155 0.05 0.075
"2288" "F" 0.385 0.305 0.105 0.3315 0.1365 0.0745 0.1
"3419" "F" 0.58 0.48 0.18 1.2495 0.4945 0.27 0.371
"3668" "F" 0.585 0.42 0.155 1.034 0.437 0.2225 0.32
"3771" "M" 0.565 0.43 0.125 0.6545 0.2815 0.139 0.21
"2822" "M" 0.39 0.29 0.09 0.2625 0.117 0.054 0.077
"2645" "M" 0.49 0.375 0.125 0.5445 0.279 0.115 0.13
"3620" "F" 0.64 0.5 0.17 1.12 0.4955 0.2645 0.32
"5" "M" 0.33 0.255 0.08 0.205 0.0895 0.0395 0.055
"3310" "M" 0.485 0.355 0.12 0.5085 0.21 0.122 0.135
"2597" "F" 0.6 0.46 0.145 0.9325 0.3985 0.2245 0.248
"851" "F" 0.55 0.45 0.15 0.875 0.362 0.1755 0.2765
"1138" "F" 0.575 0.45 0.16 1.068 0.556 0.214 0.2575
"2835" "F" 0.57 0.425 0.13 0.782 0.3695 0.1745 0.1965
"1659" "M" 0.6 0.48 0.17 0.9175 0.38 0.2225 0.29
"260" "F" 0.59 0.475 0.16 1.1015 0.4775 0.2555 0.295
"1104" "F" 0.505 0.39 0.125 0.5445 0.246 0.15 0.1405
"2410" "F" 0.64 0.5 0.15 1.0705 0.371 0.2705 0.36
"579" "M" 0.58 0.445 0.15 0.8865 0.383 0.209 0.255
"1617" "M" 0.555 0.395 0.13 0.5585 0.222 0.1245 0.17
"1161" "F" 0.605 0.475 0.165 1.056 0.433 0.2195 0.357
"3646" "M" 0.475 0.335 0.1 0.4425 0.1895 0.086 0.135
"1836" "M" 0.41 0.335 0.105 0.3305 0.1405 0.064 0.105
"1084" "M" 0.44 0.33 0.11 0.3705 0.1545 0.084 0.12
"1348" "M" 0.59 0.445 0.135 0.7715 0.328 0.1745 0.23
"532" "F" 0.46 0.355 0.13 0.458 0.192 0.1055 0.13
"249" "M" 0.305 0.245 0.075 0.156 0.0675 0.038 0.045
"947" "F" 0.47 0.365 0.12 0.582 0.29 0.092 0.146
"1272" "M" 0.47 0.355 0.12 0.393 0.167 0.0885 0.115
"3064" "F" 0.635 0.49 0.155 1.145 0.4775 0.3035 0.3155
"4155" "M" 0.435 0.33 0.095 0.393 0.219 0.075 0.0885
"3920" "M" 0.565 0.43 0.135 0.8545 0.321 0.1775 0.275
"2016" "M" 0.475 0.365 0.12 0.5185 0.268 0.1095 0.1365
"2504" "M" 0.3 0.23 0.075 0.127 0.052 0.03 0.0345
"1407" "F" 0.655 0.52 0.19 1.4545 0.6 0.3865 0.383
"1083" "M" 0.435 0.345 0.115 0.418 0.222 0.0735 0.106
"3966" "M" 0.295 0.22 0.07 0.1365 0.0575 0.0295 0.035
"1829" "M" 0.35 0.265 0.08 0.2 0.09 0.042 0.06
"1538" "M" 0.35 0.26 0.075 0.18 0.09 0.0245 0.055
"578" "F" 0.585 0.435 0.175 0.982 0.4055 0.2495 0.27
"1508" "F" 0.645 0.515 0.175 1.546 0.7035 0.365 0.415
"1124" "F" 0.55 0.415 0.135 0.8145 0.427 0.1855 0.175
"2566" "M" 0.45 0.35 0.12 0.468 0.2005 0.1065 0.1325
"1758" "F" 0.73 0.56 0.19 1.9425 0.799 0.5195 0.5655
"3555" "M" 0.53 0.42 0.13 0.658 0.296 0.1245 0.198
"2854" "F" 0.645 0.49 0.16 1.144 0.5015 0.289 0.319
"3756" "M" 0.51 0.395 0.105 0.5525 0.234 0.127 0.165
"4041" "F" 0.575 0.45 0.12 0.9585 0.447 0.169 0.275
"1586" "M" 0.515 0.36 0.125 0.4725 0.1815 0.125 0.138
"1842" "M" 0.435 0.335 0.1 0.3245 0.135 0.0785 0.098
"1455" "M" 0.47 0.355 0.12 0.3685 0.126 0.0835 0.1365
"780" "F" 0.47 0.36 0.145 0.537 0.1725 0.1375 0.195
"3212" "F" 0.6 0.48 0.165 1.1345 0.4535 0.27 0.335
"587" "M" 0.52 0.425 0.17 0.6805 0.28 0.174 0.195
"1682" "F" 0.62 0.54 0.165 1.139 0.4995 0.2435 0.357
"3228" "F" 0.45 0.35 0.135 0.56 0.231 0.137 0.145
"2658" "F" 0.545 0.4 0.14 0.778 0.368 0.215 0.18
"3466" "F" 0.64 0.48 0.195 1.1435 0.4915 0.2345 0.353
"1926" "F" 0.61 0.47 0.165 1.1785 0.566 0.2785 0.294
"3313" "F" 0.505 0.41 0.15 0.6345 0.243 0.1335 0.215
"912" "M" 0.34 0.25 0.07 0.2225 0.104 0.0425 0.055
"1426" "F" 0.735 0.565 0.205 2.1275 0.949 0.46 0.565
"992" "F" 0.58 0.46 0.15 1.1155 0.5575 0.2255 0.29
"2456" "M" 0.235 0.17 0.065 0.0625 0.023 0.014 0.022
"3855" "F" 0.485 0.4 0.155 0.731 0.236 0.183 0.255
"2632" "M" 0.375 0.29 0.1 0.219 0.0925 0.038 0.075
"939" "M" 0.455 0.375 0.12 0.497 0.2355 0.1055 0.1295
"1557" "M" 0.415 0.325 0.1 0.313 0.139 0.0625 0.0965
"3112" "M" 0.41 0.325 0.105 0.361 0.1605 0.0665 0.103
"297" "M" 0.275 0.205 0.075 0.1105 0.045 0.0285 0.035
"1273" "M" 0.475 0.355 0.1 0.5035 0.2535 0.091 0.14
"1591" "M" 0.52 0.39 0.13 0.5545 0.2355 0.1095 0.1895
"3020" "M" 0.45 0.33 0.115 0.365 0.14 0.0825 0.1245
"183" "F" 0.56 0.45 0.16 1.0235 0.429 0.268 0.3
"3910" "F" 0.455 0.375 0.125 0.458 0.1985 0.111 0.12
"1539" "M" 0.355 0.27 0.075 0.1775 0.079 0.0315 0.054
"2524" "F" 0.565 0.44 0.15 0.983 0.4475 0.2355 0.2485
"864" "F" 0.6 0.475 0.155 1.21 0.653 0.1695 0.3205
"2871" "M" 0.37 0.27 0.09 0.1855 0.07 0.0425 0.065
"2308" "F" 0.465 0.375 0.135 0.6 0.2225 0.129 0.23
"2903" "M" 0.56 0.435 0.13 0.777 0.354 0.173 0.222
"1925" "F" 0.61 0.46 0.155 0.957 0.4255 0.1975 0.265
"1170" "F" 0.62 0.48 0.16 1.1125 0.5635 0.2445 0.281
"1142" "M" 0.575 0.435 0.13 0.805 0.3155 0.2155 0.245
